Version.[Version Name];Geo.[Country];Time.[Month];Inventory;Orders;Shipment;GDP;GDPClean;CPI;Year;E-Atlantic;E-Gulf;E-Non-Coast;E-Pacific;WS-Atlantic;WS-Gulf;WS-Non-Coast;WS-Pacific;WO-Atlantic;WO-Gulf;WO-Non-Coast;WO-Pacific;Covid_Cases;Covid_Deaths;Comp_Perc;Mob_Perc;Holiday;Flights_DelayTime_Weather;Flights_DelayTime_Weather_3MONTHS_DELAY;Num_Flights
CurrentWorkingView;USA;1/7/18;46371;20433;24937;5187829;5187829;115.56966;2018;0;0;0;54;;;;;;;;;;;61.2;96.1;1;4790.77;2058.3;501590
CurrentWorkingView;USA;1/8/18;46613;21343;26737;;5187829;115.6338639;2018;0;0;0;38;;;;;;;;;;;61.2;96.1;;5620.83;2899;578922
CurrentWorkingView;USA;1/9/18;46275;25229;28819;;5187829;115.7682333;2018;0;0;0;19;;;;;;;;;;;61.2;96.1;1;3903.15;4253.67;585749
CurrentWorkingView;USA;1/10/18;46631;22027;26904;5285745;5285745;115.9727684;2018;0;0;0;26;;;;;;;;;;;61.2;96.1;1;2565.06;4790.77;616101
CurrentWorkingView;USA;1/11/18;46839;22022;27111;;5285745;115.5843352;2018;0;0;0;28;;;;;;;;;;;61.2;96.1;3;2992.2;5620.83;586178
CurrentWorkingView;USA;1/12/18;46003;27153;29891;;5285745;115.2151631;2018;0;0;0;24;;;;;;;;;;;61.2;96.1;2;2950.52;3903.15;593842
CurrentWorkingView;USA;1/1/19;47273;19895;24117;5120261;5120261;115.434832;2019;1;0;0;29;;;;;;;;;;;60.7;95.5;2;4119.19;2565.06;583985
CurrentWorkingView;USA;1/2/19;47696;20457;23896;;5120261;115.9227811;2019;0;0;0;33;;;;;;;;;;;60.7;95.5;1;4355.88;2992.2;533175
CurrentWorkingView;USA;1/3/19;46566;26108;27935;;5120261;116.5767431;2019;0;0;0;40;;;;;;;;;;;60.7;95.5;;2457.83;2950.52;632074
CurrentWorkingView;USA;1/4/19;47676;21502;24819;5352103;5352103;117.1940171;2019;0;0;0;27;;;;;;;;;;;60.7;95.5;;3490.93;4119.19;612023
CurrentWorkingView;USA;1/5/19;47974;21860;25491;;5352103;117.4434949;2019;0;0;0;20;;;;;;;;;;;60.7;95.5;1;4792.78;4355.88;636390
CurrentWorkingView;USA;1/6/19;47353;25248;28771;;5352103;117.4668834;2019;0;0;0;18;;;;;;;;;;;60.7;95.5;;6238.13;2457.83;636691
CurrentWorkingView;USA;1/7/19;47815;20599;25008;5397764;5397764;117.6631637;2019;0;0;0;46;;;;;;;;;;;60.7;95.5;1;6407.34;3490.93;659029
CurrentWorkingView;USA;1/8/19;48188;21489;26585;;5397764;117.657202;2019;0;0;0;21;;;;;;;;;;;60.7;95.5;;5102.03;4792.78;658461
CurrentWorkingView;USA;1/9/19;47619;25787;28947;;5397764;117.7493803;2019;0;0;0;22;;;;;;;;;;;60.7;95.5;1;2212.31;6238.13;605979
CurrentWorkingView;USA;1/10/19;47783;21592;26031;5511056;5511056;118.0185778;2019;0;0;0;27;;;;;;;;;;;60.7;95.5;1;2301.59;6407.34;636014
CurrentWorkingView;USA;1/11/19;48172;21108;26172;;5511056;117.9552912;2019;0;0;0;16;;;;;;;;;;;60.7;95.5;2;1663.36;5102.03;602453
CurrentWorkingView;USA;1/12/19;46636;26611;29427;;5511056;117.8479791;2019;0;0;0;28;;;;;;;;;;;60.7;95.5;2;3161.16;2212.31;625763
CurrentWorkingView;USA;1/1/20;47842;19146;23076;5254152;5254152;118.3052021;2020;0;0;0;25;;;;;;;;;1.712437468;0.036915646;;95.5;2;3276.86;2301.59;607346
CurrentWorkingView;USA;1/2/20;48285;20028;23417;;5254152;118.6294315;2020;0;0;0;21;;;;;;;;;13.90189932;0.502673797;;95.5;1;3139.06;1663.36;574268
CurrentWorkingView;USA;1/3/20;47897;24887;27198;;5254152;118.3712403;2020;0;1;0;25;;;;;;;;;134.8381922;7.633948594;;95.5;;1093.09;3161.16;648229
CurrentWorkingView;USA;1/4/20;49031;19901;23116;4930197;4930197;117.5796987;2020;0;0;0;21;;;;;;;;;429.3042781;36.74581105;;95.5;;294.84;3276.86;313382
CurrentWorkingView;USA;1/5/20;49438;19929;23664;;4930197;117.5819917;2020;0;0;0;15;;;;;;;;;498.0053476;26.59927549;;95.5;1;419.17;3139.06;180617
CurrentWorkingView;USA;1/6/20;48945;23661;27378;;4930197;118.2254059;2020;0;0;0;20;;;;;;;;;760.3912656;25.69180036;;95.5;;1175.27;1093.09;223732
CurrentWorkingView;USA;1/7/20;49404;19682;24441;5349433;5349433;118.8234188;2020;0;0;0;31;;;;;;;;;1223.765051;30.34034846;;95.5;2;2432.43;294.84;352888
CurrentWorkingView;USA;1/8/20;49186;20962;26452;;5349433;119.1980941;2020;1;0;0;36;;;;;;;;;1368.491289;31.57857513;;95.5;;2511.16;419.17;376715
CurrentWorkingView;USA;1/9/20;48442;25069;29568;;5349433;119.3641068;2020;0;0;0;21;;;;;;;;;1511.006952;30.0285205;;95.5;1;1180.94;1175.27;323347
CurrentWorkingView;USA;1/10/20;48984;22252;26947;5539370;5539370;119.4136355;2020;0;0;0;37;;;;;;;;;2079.876143;31.86562015;;95.5;1;1444.62;2432.43;352106
CurrentWorkingView;USA;1/11/20;49176;22158;27221;;5539370;119.3407183;2020;0;0;0;33;;;;;;;;;3061.563102;49.4399287;;95.5;2;1016.67;2511.16;364367
CurrentWorkingView;USA;1/12/20;47650;27392;29799;;5539370;119.453075;2020;0;0;0;34;;;;;;;;;3503.272382;61.32654821;;95.5;2;1663.27;1180.94;371357
CurrentWorkingView;USA;1/1/21;48823;19531;24303;5444406;5444406;119.9612025;2021;0;0;0;28;;;;;;;;;3366.604796;72.62808349;;;2;1676.43;1444.62;361428
CurrentWorkingView;USA;1/2/21;49137;20074;24004;;5444406;120.6179161;2021;0;0;0;19;;;;;;;;;2140.452827;59.30099312;;;1;3769.52;1016.67;332468
CurrentWorkingView;USA;1/3/21;48510;26035;28892;;5444406;121.4722857;2021;0;1;0;24;;;;;;;;;2534.692772;51.54252199;;;;1602.81;1663.27;444476
CurrentWorkingView;USA;1/4/21;49257;20987;24949;5784816;5784816;122.4706554;2021;0;1;0;17;;;;;;;;;4008.936364;67.24385027;;;;1879.21;1676.43;450637
CurrentWorkingView;USA;1/5/21;49860;21141;25504;;5784816;123.4525155;2021;0;0;0;20;;;;;;;;;3371.793514;65.28273245;;;1;3355.52;3769.52;495544
CurrentWorkingView;USA;1/6/21;49689;24816;28881;;5784816;124.5994712;2021;0;1;0;17;;;;;;;;;2023.420677;50.46862745;;;;6804.96;1602.81;546124
CurrentWorkingView;USA;1/7/21;50172;20337;25433;5883177;5883177;125.1988599;2021;0;1;0;32;;;;;;;;;2672.962739;46.52044161;;;2;7147.32;1879.21;583258
CurrentWorkingView;USA;1/8/21;50240;22006;27438;;5883177;125.4575097;2021;0;0;0;21;;;;;;;;;3410.095567;51.65344144;;;;6673.24;3355.52;579179
CurrentWorkingView;USA;1/9/21;50036;26156;30400;;5883177;125.7982486;2021;0;5;0;15;;;;;;;;;2847.665241;46.86292335;;;1;2640.12;6804.96;538051
CurrentWorkingView;USA;1/10/21;50459;22214;27206;6203369;6203369;126.8433954;2021;0;0;0;26;;;;;;;;;2237.196136;37.14731758;;;1;2871.56;7147.32;564788
CurrentWorkingView;USA;1/11/21;50913;23339;27575;;6203369;127.4666312;2021;0;0;0;15;;;;;;;;;2783.924421;38.2483066;;;2;1566.46;6673.24;547559
CurrentWorkingView;USA;1/12/21;49703;28556;30791;;6203369;127.8582746;2021;0;2;0;36;;;;;;;;;4419.964637;38.19303088;;;4;4242.86;2640.12;551885
CurrentWorkingView;USA;1/1/22;51100;20776;25317;6010733;6010733;128.9341475;2022;0;0;0;29;;;;;;;;;15568.67742;41.1202346;;;2;3814.98;2871.56;537902
CurrentWorkingView;USA;1/2/22;51242;20845;25527;;6010733;130.1118293;2022;0;1;0;27;;;;;;;;;11054.18755;52.91482047;;;1;3418.29;1566.46;495713
CurrentWorkingView;USA;1/3/22;50844;27266;30200;;6010733;131.8490017;2022;0;2;0;24;;;;;;;;;8832.285147;33.04726583;;;;3452.47;4242.86;564853
CurrentWorkingView;USA;1/4/22;52042;21647;25838;6352982;6352982;132.5850529;2022;0;0;0;24;;;;;;;;;4485.707487;15.43814617;;;;3367.01;3814.98;556502
CurrentWorkingView;USA;1/5/22;52344;22166;26926;;6352982;134.0466074;2022;0;0;0;21;;;;;;;;;2807.179231;8.894600656;;;1;4401.83;3418.29;578819
CurrentWorkingView;USA;1/6/22;52151;26647;31441;;6352982;135.8878818;2022;0;4;0;110;;;;;;;;;3164.553298;7.885918004;;;;;3452.47;
CurrentWorkingView;USA;1/7/22;52755;21803;27226;6439154;6439154;135.8718308;2022;0;2;0;75;3.022988506;3.06185567;3.017871018;2.88976378;;;;;5109.662584;10.49577368;;;1;;3367.01;
CurrentWorkingView;USA;1/8/22;52815;23357;29477;;6439154;135.8236779;2022;0;1;0;148;3.15444177;4.673895582;4.387569037;4.213675214;94;646;0;102;4429.757461;12.93099879;;;;;4401.83;
